id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
42065,Tronic Ware Co,United States,Michigan ,Westland,851 Garrett Pkwy,48185,NULL,7343597815,approved,admin-krupa,admin-krupa,NULL
42066,Tropical Nut Fruit,United States,Ohio,Columbus,6580 Huntley Road,43229,NULL,6144317233,approved,admin-krupa,admin-krupa,NULL
42067,Trotwood Corporation,United States,Ohio,Trotwood,11 N Broadway St,45426,NULL,9378543047,approved,admin-krupa,admin-krupa,NULL
42068,Troy Chemical Industries Inc,United States,Ohio,Wheeler Army Airfield,17040 Rapids Road,44021,NULL,4408344408,approved,admin-krupa,admin-krupa,NULL
42069,Troy Daily News,United States,Ohio,Troy,224 S Market St,45373,NULL,9373355634,approved,admin-krupa,admin-krupa,NULL
42070,Troy Design & Manfacturing Co,United States,Michigan ,Redford,12675 Berwyn,48239,NULL,3135373880,approved,admin-krupa,admin-krupa,NULL
42071,Troy Pattern & Model Division,United States,Michigan ,Olympia,1842 Rochester Industrial Dr,48309,NULL,2486528600,approved,admin-krupa,admin-krupa,NULL
42072,Troy Sunshade,United States,Ohio,Greenville,607 Riffle Ave,45331,NULL,9375482466,approved,admin-krupa,admin-krupa,NULL
42073,Troyke Manufacturing,United States,Ohio,Cincinnati,11294 Orchard St,45241,NULL,5137694242,approved,admin-krupa,admin-krupa,NULL
42074,Tru Bore Machine,United States,Ohio,Barberton,3 4th St NW,44203,NULL,3307532256,approved,admin-krupa,admin-krupa,NULL
42075,Tru Die Cast Corp,United States,Michigan ,New Troy,13066 California Road,49119,NULL,6164263361,approved,admin-krupa,admin-krupa,NULL
42076,Tru Tex International Corp,United States,Ohio,Cincinnati,11050 Southland Road,45240,NULL,5138258844,approved,admin-krupa,admin-krupa,NULL
42077,Tru Thread Co Inc,United States,Michigan ,Ferndale,1600 Hilton Road,48220,NULL,2483990255,approved,admin-krupa,admin-krupa,NULL
42078,Tru Trac Inds,United States,Michigan ,Ludington,902 Conrad Indl Dr.,49431,NULL,6168457844,approved,admin-krupa,admin-krupa,NULL
42079,Tru Vue Inc,United States,Illinois,Chicago ,1315 N North Branch St,60622,NULL,3129434200,approved,admin-krupa,admin-krupa,NULL
42080,Truans Candies Inc,United States,Michigan ,Detroit,13716 Tireman St,48228,NULL,3135843400,approved,admin-krupa,admin-krupa,NULL
42081,Truck Cab Mfg Inc,United States,Ohio,Cincinnati,2420 Anderson Ferry Road,45238,NULL,5139221300,approved,admin-krupa,admin-krupa,NULL
42082,Truck Trailer Transit Inc,United States,Michigan ,Detroit,1601 Theodore St,48211,NULL,3138320020,approved,admin-krupa,admin-krupa,NULL
42083,Tru Co Inc,United States,Ohio,Cleveland,4301 Train Ave,44113,NULL,2162810068,approved,admin-krupa,admin-krupa,NULL
42084,Tru Color Inc,United States,Ohio,Cincinnati,3803 Ford Cir,45227,NULL,5132721470,approved,admin-krupa,admin-krupa,NULL
42085,Tru Cut Inc,United States,Ohio,Wheeler Army Airfield,1145 Allied Dr,44672,NULL,3309389806,approved,admin-krupa,admin-krupa,NULL
42086,Tru Cut Inc,United States,Illinois,Lincolnton ,231 Jandus Road,60013,NULL,8476392090,approved,admin-krupa,admin-krupa,NULL
42087,True Form Engrg & Mfg Inc,United States,Michigan ,Sterling Heights,6504 Diplomat Dr,48314,NULL,8102543311,approved,admin-krupa,admin-krupa,NULL
42088,True Test,United States,Illinois,Lincolnton ,201 Jandus Road,60013,NULL,8476395383,approved,admin-krupa,admin-krupa,NULL
42089,True Line Metal Prdts Co,United States,Michigan ,Livonia,30844 Indl Road,48150,NULL,7342618780,approved,admin-krupa,admin-krupa,NULL
42090,True Vue Glass Co,United States,Illinois,Olney ,1707 E Main St,62450,NULL,6183957212,approved,admin-krupa,admin-krupa,NULL
42091,True Weld Grating,United States,Illinois,Litchfield ,1501 Eilerman Ave,62056,NULL,2173246106,approved,admin-krupa,admin-krupa,NULL
42092,Tru Fab Inc,United States,Ohio,Kettering,4751 Gateway Cir,45440,NULL,9374351733,approved,admin-krupa,admin-krupa,NULL
42093,Tru Fit Products Corp,United States,Ohio,Medina,460 Lake Road,44256,NULL,3307257741,approved,admin-krupa,admin-krupa,NULL
42094,Truform Rubber Prdts Inc,United States,Ohio,Hudson,5285 Hudson Dr,44236,NULL,3306500931,approved,admin-krupa,admin-krupa,NULL
42095,Truheat Corp,United States,Michigan ,Allegan,700 Grand St,49010,NULL,6166732145,approved,admin-krupa,admin-krupa,NULL
42096,Truline Industries,United States,Ohio,Wheeler Army Airfield,11715 Chillicothe Road,44026,NULL,4407290140,approved,admin-krupa,admin-krupa,NULL
42097,Truman's Inc,United States,Ohio,Canfield,PO Box 649,44406,NULL,3305333384,approved,admin-krupa,admin-krupa,NULL
42098,Trumark Inc,United States,Michigan ,Lansing,1820 Sunset Ave,48917,NULL,5174820795,approved,admin-krupa,admin-krupa,NULL
42099,Trumbull Asphalt,United States,Ohio,Medina,890 W Smith Road,44256,NULL,3307254119,approved,admin-krupa,admin-krupa,NULL
42100,Trumbull Industries Inc,United States,Ohio,Warren,400 Dietz,44482,NULL,3303936624,approved,admin-krupa,admin-krupa,NULL
42101,Tru Motion Systs,United States,Michigan ,Warren,14313 E 9 Mile Road,48089,NULL,8107725520,approved,admin-krupa,admin-krupa,NULL
42102,Trump Printing Inc,United States,Illinois,Decatur ,1579 N Water St,62526,NULL,2174299001,approved,admin-krupa,admin-krupa,NULL
42103,Trusco Inc,United States,Ohio,Wheeler Army Airfield,15510 Old State Road,44062,NULL,4406321648,approved,admin-krupa,admin-krupa,NULL
42104,Trusk Leone & Co,United States,Illinois,Bridgeview,7756 S Harlem Ave,60455,NULL,7085943838,approved,admin-krupa,admin-krupa,NULL
42105,Truss Components,United States,Ohio,Wheeler Army Airfield,444 N Michigan Ave,43517,NULL,4192982162,approved,admin-krupa,admin-krupa,NULL
42106,Trustmark Insurance Co,United States,Illinois,Freeport ,PO Box 900,61032,NULL,8152352222,approved,admin-krupa,admin-krupa,NULL
42107,Trustronics Research & Dvlpt,United States,Ohio,Mentor,7460 Clover Ave,44060,NULL,4409518091,approved,admin-krupa,admin-krupa,NULL
42108,Trutron Corp,United States,Michigan ,Troy,274 Executive Dr,48083,NULL,2485839166,approved,admin-krupa,admin-krupa,NULL
42109,Tru Val Tubing Co,United States,Michigan ,Pontiac,1314 Crescent Lk Road,48054,NULL,2486743131,approved,admin-krupa,admin-krupa,NULL
42110,Tru Way Rebuilders,United States,Ohio,Cleveland,NULL,44113,NULL,2168816745,approved,admin-krupa,admin-krupa,NULL
42111,Truxes Co,United States,Illinois,Lincolnton ,16 Stone Hill Road,60543,NULL,6305548448,approved,admin-krupa,admin-krupa,NULL
42112,Trw Globe Motor,United States,Ohio,Dayton,2275 Stanley Ave,45404,NULL,9372283171,approved,admin-krupa,admin-krupa,NULL
42113,TRW Vehicle Safety,United States,Arizona,Mesa,11202 E. Germann Rd.,85212,www.trw.com,7709655750,approved,admin-krupa,admin-krupa,NULL
42114,Trw Inc,United States,Ohio,Cleveland,Clarkwood Road,44103,NULL,2166924111,approved,admin-krupa,admin-krupa,NULL
42115,Trw International,United States,Ohio,Dayton,1900 Founders Dr,45420,NULL,9372594000,approved,admin-krupa,admin-krupa,NULL
42116,Trw/Valve Div,United States,Ohio,Cleveland,1455 E 185th St,44110,NULL,2166924620,approved,admin-krupa,admin-krupa,NULL
42117,T Shirt Co,United States,Ohio,Cincinnati,4409 Brazee St,45209,NULL,5133212266,approved,admin-krupa,admin-krupa,NULL
42118,Tsolinas/Moreno & Assoc Inc,United States,Illinois,Arlington Heights,59 W Seegers Road,60005,NULL,8473648150,approved,admin-krupa,admin-krupa,NULL
42119,Ttc Illinois Inc,United States,Illinois,Kankakee ,50 Meadowview Ctr,60901,NULL,3098522131,approved,admin-krupa,admin-krupa,NULL
42120,Ttx Co,United States,Illinois,Chicago ,101 N Wacker Dr,60606,NULL,3128533223,approved,admin-krupa,admin-krupa,NULL
42121,Tuar Grinbac Inc,United States,Michigan ,Flint,G-5365 Hill-23 Dr.,48501,NULL,8102395553,approved,admin-krupa,admin-krupa,NULL
42122,Tub Products Corp,United States,Ohio,Troy,1255 Archer Dr,45373,NULL,9373390551,approved,admin-krupa,admin-krupa,NULL
42123,Tube Fab Of Afton Corp,United States,Michigan ,Afton,M-68,49705,NULL,6162389366,approved,admin-krupa,admin-krupa,NULL
42124,Tube Form,United States,Ohio,Bedford,25840 Miles Road,44146,NULL,2164649464,approved,admin-krupa,admin-krupa,NULL
42125,Tube Masters Inc,United States,Ohio,Mentor,8724 East Ave,44060,NULL,4402557065,approved,admin-krupa,admin-krupa,NULL
42126,Tube Sales,United States,Illinois,Lincolnton ,235 Tubeway Dr,60188,NULL,6306900110,approved,admin-krupa,admin-krupa,NULL
42127,Tube Line Stainless Steel,United States,Illinois,Lincolnton ,170 Tubeway Dr,60188,NULL,6306907000,approved,admin-krupa,admin-krupa,NULL
42128,Tubelite,United States,Michigan ,Reed City,4878 Mackinaw Trl,49677,NULL,6168322211,approved,admin-krupa,admin-krupa,NULL
42129,Tubetech Inc,United States,Ohio,East Palestine,900 E Taggart St,44413,NULL,3304269476,approved,admin-krupa,admin-krupa,NULL
42130,Tubular Sls Of Ohio,United States,Ohio,Hamilton,2000 S Erie Hwy,45011,NULL,5138687200,approved,admin-krupa,admin-krupa,NULL
42131,Tucker Marine,United States,Ohio,Cincinnati,4603 Kellogg Ave,45226,NULL,5133216600,approved,admin-krupa,admin-krupa,NULL
42132,Tuf Band Products Inc,United States,Illinois,Rockford ,2002 S Mulford Road,61108,NULL,8152261958,approved,admin-krupa,admin-krupa,NULL
42133,Tuff Machine Co,United States,Michigan ,Warren,25770 Groesbeck Hwy,48089,NULL,8107748680,approved,admin-krupa,admin-krupa,NULL
42134,Tuomi & Assocs Ltd Donald,United States,Illinois,Arlington Heights,626 S Kaspar Ave,60005,NULL,8472592374,approved,admin-krupa,admin-krupa,NULL
42135,Tupes Of Saginaw Inc,United States,Michigan ,Saginaw,2858 Enterprise Ct,48603,NULL,9897991550,approved,admin-krupa,admin-krupa,NULL
42136,Turbo Industries,United States,Ohio,Cleveland,6501 Barberton Ave,44102,NULL,2162817810,approved,admin-krupa,admin-krupa,NULL
42137,Turbo Machine & Tool,United States,Ohio,Cleveland,2151 W 117th St,44111,NULL,2166511940,approved,admin-krupa,admin-krupa,NULL
42138,Turbonics Inc,United States,Ohio,Cleveland,4001 Pearl Road,44109,NULL,2167418300,approved,admin-krupa,admin-krupa,NULL
42139,Turchan Technology Group Inc,United States,Michigan ,Dearborn,12825 Ford Road,48126,NULL,3135810043,approved,admin-krupa,admin-krupa,NULL
42140,Turco Purex Indl Inc,United States,Ohio,Marion,Rt 95 W,43302,NULL,7403876200,approved,admin-krupa,admin-krupa,NULL
42141,Turnbow Industries Inc,United States,Illinois,Lincolnton ,433 W Oriole Trl,60013,NULL,8476397717,approved,admin-krupa,admin-krupa,NULL
42142,Turner Broach,United States,Michigan ,Morenci,307 Salisbury St,49256,NULL,5174587555,approved,admin-krupa,admin-krupa,NULL
42143,Turner Business Forms,United States,Michigan ,Saginaw,803 S Washington Ave,48601,NULL,9897525540,approved,admin-krupa,admin-krupa,NULL
42144,Turner Electric Corp,United States,Illinois,Fairview Heights ,9510 Saint Clair Ave,62208,NULL,6183971865,approved,admin-krupa,admin-krupa,NULL
42145,Turn Key Communications Svc,United States,Illinois,Chicago ,36 S State St Suite 911,60603,NULL,3123327188,approved,admin-krupa,admin-krupa,NULL
42146,Turnroth Sign Co Inc,United States,Illinois,Rock Falls ,1207 E Rock Falls Road,61071,NULL,8156251155,approved,admin-krupa,admin-krupa,NULL
42147,Turtle Wax Inc,United States,Illinois,Chicago ,5655 W 73rd St,60638,NULL,7085633600,approved,admin-krupa,admin-krupa,NULL
42148,Tuscan Corp,United States,Illinois,Crystal Lake ,7105 Virginia Road  Suite 22,60014,NULL,8154775550,approved,admin-krupa,admin-krupa,NULL
42149,Tusco Inc,United States,Ohio,Wheeler Army Airfield,PO Box 175,44629,NULL,7402544343,approved,admin-krupa,admin-krupa,NULL
42150,Tuscola County Advertiser,United States,Michigan ,Caro,344 N State St,48723,NULL,9896733181,approved,admin-krupa,admin-krupa,NULL
42151,Tuscola Review,United States,Illinois,Lincolnton ,115 W Sale St,61953,NULL,2172532358,approved,admin-krupa,admin-krupa,NULL
42152,Tuthill Corp,United States,Illinois,Lincolnton ,908 N Elm St,60521,NULL,6306558440,approved,admin-krupa,admin-krupa,NULL
42153,Tuthill Corp Pump Div,United States,Illinois,Chicago ,12500 S Pulaski Road,60803,NULL,7083892500,approved,admin-krupa,admin-krupa,NULL
42154,Tutt & Associates/Digital,United States,Michigan ,Farmington Hills,24154 Haggerty Road,48335,NULL,2484763400,approved,admin-krupa,admin-krupa,NULL
42155,Tweeten Fibre Co,United States,Illinois,Chicago ,1756 W Hubbard St,60622,NULL,3127337878,approved,admin-krupa,admin-krupa,NULL
42156,Twenty First Century Mfg,United States,Ohio,Wheeler Army Airfield,404 Pearl St,44431,NULL,3304272870,approved,admin-krupa,admin-krupa,NULL
42157,Twenty/Twenty Syst Corp,United States,Ohio,Hudson,1780 Stoney Hill Dr,44236,NULL,3306564232,approved,admin-krupa,admin-krupa,NULL
42158,Twin City Awards & Trophies,United States,Michigan ,Saint Joseph,2410 S Cleveland Ave,49085,NULL,6169831222,approved,admin-krupa,admin-krupa,NULL
42159,Twin City Foods,United States,Michigan ,Lake Odessa,1315 Sherman St,48849,NULL,6163748837,approved,admin-krupa,admin-krupa,NULL
42160,Twin City Hospital,United States,Ohio,Wheeler Army Airfield,N. First & Fuhr Streets,44621,NULL,7409222800,approved,admin-krupa,admin-krupa,NULL
42161,Twin City Radiator,United States,Illinois,Champaign ,210 E University Ave,61820,NULL,2173525111,approved,admin-krupa,admin-krupa,NULL
42162,Twinburg Mold & Tool Co,United States,Michigan ,Schoolcraft,2820 Hager Dr,49087,NULL,6166795703,approved,admin-krupa,admin-krupa,NULL
42163,Twinco Inc,United States,Ohio,Mentor,7620 Tyler boulevard,44060,NULL,4409740350,approved,admin-krupa,admin-krupa,NULL
42164,Twinplex Mfg Co,United States,Illinois,Wood Dale ,840 Lively boulevard,60191,NULL,6305952040,approved,admin-krupa,admin-krupa,NULL
42165,Two B System Corp,United States,Michigan ,Sterling Heights,6575 Arrow Dr,48314,NULL,8102546900,approved,admin-krupa,admin-krupa,NULL
42166,Tyler Elevator,United States,Ohio,Wheeler Army Airfield,6161 Halle Dr,44125,NULL,2165240100,approved,admin-krupa,admin-krupa,NULL
42167,Tyler Grain &,United States,Ohio,Wheeler Army Airfield,3388 Eby Road,44677,NULL,3306692341,approved,admin-krupa,admin-krupa,NULL
42168,Tyler Inc W S Bixby,United States,Illinois,Galesburg ,961 Abingdon St,61401,NULL,3093425154,approved,admin-krupa,admin-krupa,NULL
42169,Tyler Refrigeration Corp,United States,Michigan ,Niles,1329 Lake St,49120,NULL,6166832000,approved,admin-krupa,admin-krupa,NULL
42170,Type Gallery Inc,United States,Illinois,Chicago ,2000 W Erie St,60612,NULL,3128500550,approved,admin-krupa,admin-krupa,NULL
42171,Type House The,United States,Illinois,Springfield ,217 W Cook St,62704,NULL,2175225050,approved,admin-krupa,admin-krupa,NULL
42172,Type/Plus Inc,United States,Michigan ,Warren,21866 Schmeman Ave,48089,NULL,8107721450,approved,admin-krupa,admin-krupa,NULL
42173,Typographic Printing Co,United States,Ohio,Columbus,2900 Banwick Road,43232,NULL,6142399090,approved,admin-krupa,admin-krupa,NULL
42174,Typographics Plus,United States,Illinois,Park Ridge ,542 Busse Hwy,60068,NULL,8472928973,approved,admin-krupa,admin-krupa,NULL
42175,U A W Local 1753,United States,Michigan ,Lansing,2800 W Saginaw St,48917,NULL,5178855335,approved,admin-krupa,admin-krupa,NULL
42176,U C Industries,United States,Ohio,Tallmadge,275 Southwest Ave,44278,NULL,3306336735,approved,admin-krupa,admin-krupa,NULL
42177,U D L Laboratories Inc,United States,Illinois,Rockford ,1718 Northrock Ct,61103,NULL,8152821201,approved,admin-krupa,admin-krupa,NULL
42178,U F C W Benefit Funds,United States,Illinois,Chicago ,4858 N Sheridan Road,60640,NULL,7738789810,approved,admin-krupa,admin-krupa,NULL
42179,U G N Inc,United States,Illinois,Chicago Heights ,1001 State St,60411,NULL,7087580211,approved,admin-krupa,admin-krupa,NULL
42180,U I P Engineered Products Llc,United States,Illinois,Chicago ,5501 W Grand Ave,60639,www.uipe.com,7732376004,approved,admin-krupa,admin-krupa,NULL
42181,U N Printing Co,United States,Ohio,Middletown,1606 Tytus Ave,45042,NULL,5134237768,approved,admin-krupa,admin-krupa,NULL
42182,U N R Industries Leavitt,United States,Illinois,Chicago ,1717 W 115th St,60643,NULL,7732397700,approved,admin-krupa,admin-krupa,NULL
42183,U N R/Rohn Division,United States,Illinois,Peoria ,6718 Des Plaines,61656,NULL,3096974400,approved,admin-krupa,admin-krupa,NULL
42184,U N R/Rohn Industries Inc,United States,Illinois,Peoria ,6718 W Des Plaines,61604,NULL,8008624849,approved,admin-krupa,admin-krupa,NULL
42185,U O P Inc,United States,Illinois,Des Plaines ,25 E Algonquin Road,60016,NULL,8473912000,approved,admin-krupa,admin-krupa,NULL
42186,U P Machine & Engraving Co,United States,Michigan ,Powers,210 North 3rd Street,49874,NULL,9064975278,approved,admin-krupa,admin-krupa,NULL
42187,U P Plastics Inc,United States,Michigan ,Baraga,435 N Superior Ave,49908,NULL,9063536768,approved,admin-krupa,admin-krupa,NULL
42188,U R S Consultant,United States,Ohio,Cleveland,800 W Saint Clair Ave,44113,NULL,2166222400,approved,admin-krupa,admin-krupa,NULL
42189,U R S Printers Inc,United States,Ohio,Middletown,1719 1st Ave,45044,NULL,5134247226,approved,admin-krupa,admin-krupa,NULL
42190,U S A F,United States,Illinois,Belleville ,ADC/AUS,62225,NULL,6182564814,approved,admin-krupa,admin-krupa,NULL
42191,U S A F,United States,Illinois,Belleville ,Defense Comm Agy,62225,NULL,6182569301,approved,admin-krupa,admin-krupa,NULL
42192,U S A F Air Training Command,United States,Illinois,Lincolnton ,Controller Data Automation,61868,NULL,2174697384,approved,admin-krupa,admin-krupa,NULL
42193,U S Acrylic Inc,United States,Illinois,Northbrook,310 Huehl Road,60062,NULL,8475642600,approved,admin-krupa,admin-krupa,NULL
42194,U S Adhesives Corp,United States,Illinois,Chicago ,1735 W Carroll Ave,60612,NULL,3128297438,approved,admin-krupa,admin-krupa,NULL
42195,U S Amada Ltd,United States,Illinois,Lincolnton ,799 Biermann Ct Suite 120,60056,NULL,8004264204,approved,admin-krupa,admin-krupa,NULL
42196,U S Army Corps Of Engineers,United States,Illinois,Rock Island ,Clock Tower Bldg.,61204,NULL,3097944200,approved,admin-krupa,admin-krupa,NULL
42197,U S Army Corps Of Engineers,United States,Illinois,Chicago ,111 N Canal St,60606,NULL,3123536342,approved,admin-krupa,admin-krupa,NULL
42198,U S Army Rock Island Arsenal,United States,Illinois,Rock Island ,HQ AMCCOM,61299,NULL,3097826001,approved,admin-krupa,admin-krupa,NULL
42199,U S Bottlers Machine,United States,Illinois,Schaumburg,131 Crest Wood Ct,60195,NULL,3124780263,approved,admin-krupa,admin-krupa,NULL
42200,U S Can Metal Services,United States,Illinois,Chicago ,4100 W 42nd Pl,60632,NULL,7735230163,approved,admin-krupa,admin-krupa,NULL
